state,date,frequency,unemployment_rate,estimated_employed,labour_participation_rate,general_region,longitude,latitude,area
Delhi,2019-08-31,Monthly,15.35,5687917.0,39.055,North,28.7041,77.1025,
Delhi,2019-09-30,Monthly,16.545,5808309.0,44.019999999999996,North,28.7041,77.1025,
Delhi,2019-10-31,Monthly,14.125,6179874.0,41.84,North,28.7041,77.1025,
Delhi,2019-11-30,Monthly,13.61,5618368.0,42.865,North,28.7041,77.1025,
Delhi,2019-12-31,Monthly,14.02,5864008.0,39.82,North,28.7041,77.1025,
Goa,2019-05-31,Monthly,2.83,444195.0,36.665,West,15.2993,74.124,
Goa,2019-06-30,Monthly,9.39,474486.0,41.075,West,15.2993,74.124,
Goa,2019-07-31,Monthly,11.629999999999999,447804.0,39.905,West,15.2993,74.124,
Goa,2019-08-31,Monthly,3.4400000000000004,426880.0,35.79,West,15.2993,74.124,
Goa,2019-09-30,Monthly,3.385,472858.0,37.85,West,15.2993,74.124,
Goa,2019-10-31,Monthly,9.76,467704.0,40.815,West,15.2993,74.124,
Goa,2019-11-30,Monthly,24.455,431101.0,44.655,West,15.2993,74.124,
Goa,2019-12-31,Monthly,9.879999999999999,465309.0,40.735,West,15.2993,74.124,
Gujarat,2019-05-31,Monthly,3.485,23641286.0,46.85,West,22.2587,71.1924,
Gujarat,2019-06-30,Monthly,5.539999999999999,23344246.0,47.345,West,22.2587,71.1924,
Gujarat,2019-07-31,Monthly,4.865,24155106.0,48.375,West,22.2587,71.1924,
Gujarat,2019-08-31,Monthly,3.95,23735496.0,47.144999999999996,West,22.2587,71.1924,
Gujarat,2019-09-30,Monthly,6.125,22890722.0,46.379999999999995,West,22.2587,71.1924,
Gujarat,2019-10-31,Monthly,5.18,24302729.0,48.705,West,22.2587,71.1924,
Gujarat,2019-11-30,Monthly,6.105,24383944.0,49.025,West,22.2587,71.1924,
Gujarat,2019-12-31,Monthly,4.585,24050637.0,47.629999999999995,West,22.2587,71.1924,
Haryana,2019-05-31,Monthly,19.605,7942782.0,44.15,North,29.0588,76.0856,
Haryana,2019-06-30,Monthly,21.75,7590368.0,44.144999999999996,North,29.0588,76.0856,
Haryana,2019-07-31,Monthly,20.835,7232533.0,40.47,North,29.0588,76.0856,
Haryana,2019-08-31,Monthly,27.565,7081311.0,44.05,North,29.0588,76.0856,
Haryana,2019-09-30,Monthly,21.6,7803818.0,44.21,North,29.0588,76.0856,
Haryana,2019-10-31,Monthly,22.605,7620289.0,44.325,North,29.0588,76.0856,
Haryana,2019-11-30,Monthly,21.825,7280002.0,40.83,North,29.0588,76.0856,
Haryana,2019-12-31,Monthly,26.604999999999997,7152319.0,43.485,North,29.0588,76.0856,
Himachal Pradesh,2019-05-31,Monthly,12.280000000000001,2291428.0,44.75,North,31.1048,77.1734,
Himachal Pradesh,2019-06-30,Monthly,16.43,2194657.0,45.379999999999995,North,31.1048,77.1734,
Himachal Pradesh,2019-07-31,Monthly,21.05,2152718.0,47.065,North,31.1048,77.1734,
Himachal Pradesh,2019-08-31,Monthly,21.52,2205563.0,48.04,North,31.1048,77.1734,
Himachal Pradesh,2019-09-30,Monthly,13.99,2287014.0,45.445,North,31.1048,77.1734,
Himachal Pradesh,2019-10-31,Monthly,19.79,2179279.0,46.25,North,31.1048,77.1734,
Himachal Pradesh,2019-11-30,Monthly,25.064999999999998,2257438.0,50.335,North,31.1048,77.1734,
Himachal Pradesh,2019-12-31,Monthly,22.39,2164187.0,48.3,North,31.1048,77.1734,
Jammu & Kashmir,2019-05-31,Monthly,17.91,3625325.0,43.655,North,33.7782,76.5762,
Jammu & Kashmir,2019-06-30,Monthly,15.985,3563557.0,42.095,North,33.7782,76.5762,
Jammu & Kashmir,2019-07-31,Monthly,17.61,3733086.0,44.754999999999995,North,33.7782,76.5762,
Jammu & Kashmir,2019-08-31,Monthly,11.32,2778624.0,44.17,North,33.7782,76.5762,
Jammu & Kashmir,2019-10-31,Monthly,21.665,3506708.0,42.855000000000004,North,33.7782,76.5762,
Jammu & Kashmir,2019-11-30,Monthly,14.51,3642517.0,42.305,North,33.7782,76.5762,
Jammu & Kashmir,2019-12-31,Monthly,7.02,1209085.0,40.71,North,33.7782,76.5762,
Jharkhand,2019-05-31,Monthly,12.17,9439799.0,41.144999999999996,East,23.6102,85.2799,
Jharkhand,2019-06-30,Monthly,14.485000000000001,9646693.0,42.315,East,23.6102,85.2799,
Jharkhand,2019-07-31,Monthly,12.825,9392983.0,41.239999999999995,East,23.6102,85.2799,
Jharkhand,2019-08-31,Monthly,16.155,9350762.0,42.09,East,23.6102,85.2799,
Jharkhand,2019-09-30,Monthly,14.14,9857749.0,42.71,East,23.6102,85.2799,
Jharkhand,2019-10-31,Monthly,12.81,10221439.0,43.575,East,23.6102,85.2799,
Jharkhand,2019-11-30,Monthly,12.705,9703909.0,41.715,East,23.6102,85.2799,
Jharkhand,2019-12-31,Monthly,18.580000000000002,9163607.0,42.115,East,23.6102,85.2799,
Karnataka,2019-05-31,Monthly,6.01,22549679.0,43.489999999999995,South,15.3173,75.7139,
Karnataka,2019-06-30,Monthly,5.49,21750988.0,42.004999999999995,South,15.3173,75.7139,
Karnataka,2019-07-31,Monthly,1.405,20907837.0,38.755,South,15.3173,75.7139,
Karnataka,2019-08-31,Monthly,0.8200000000000001,21300810.0,38.985,South,15.3173,75.7139,
Karnataka,2019-09-30,Monthly,3.385,22389686.0,41.725,South,15.3173,75.7139,
Karnataka,2019-10-31,Monthly,5.5,21602776.0,41.400000000000006,South,15.3173,75.7139,
Karnataka,2019-11-30,Monthly,2.315,20151052.0,37.525000000000006,South,15.3173,75.7139,
Karnataka,2019-12-31,Monthly,0.985,21348508.0,38.79,South,15.3173,75.7139,
Kerala,2019-05-31,Monthly,6.37,9790268.0,37.36,South,10.8505,76.2711,
Kerala,2019-06-30,Monthly,7.835,10284001.0,39.805,South,10.8505,76.2711,
Kerala,2019-07-31,Monthly,6.265000000000001,8960604.0,34.045,South,10.8505,76.2711,
Kerala,2019-08-31,Monthly,9.005,9682099.0,37.905,South,10.8505,76.2711,
Kerala,2019-09-30,Monthly,5.435,10041141.0,37.769999999999996,South,10.8505,76.2711,
Kerala,2019-10-31,Monthly,7.245,9973335.0,38.255,South,10.8505,76.2711,
Kerala,2019-11-30,Monthly,5.855,8620673.0,32.535,South,10.8505,76.2711,
Kerala,2019-12-31,Monthly,9.04,9506087.0,37.115,South,10.8505,76.2711,
Madhya Pradesh,2019-05-31,Monthly,3.77,22042558.0,38.465,West,22.9734,78.6569,
Madhya Pradesh,2019-06-30,Monthly,5.3149999999999995,22804134.0,39.64,West,22.9734,78.6569,
Madhya Pradesh,2019-07-31,Monthly,5.65,22541153.0,38.935,West,22.9734,78.6569,
Madhya Pradesh,2019-08-31,Monthly,5.880000000000001,23368971.0,40.925,West,22.9734,78.6569,
Madhya Pradesh,2019-09-30,Monthly,5.04,22815282.0,39.535,West,22.9734,78.6569,
Madhya Pradesh,2019-10-31,Monthly,3.6900000000000004,23664353.0,39.83,West,22.9734,78.6569,
Madhya Pradesh,2019-11-30,Monthly,4.39,22765885.0,38.69,West,22.9734,78.6569,
Madhya Pradesh,2019-12-31,Monthly,4.57,23642050.0,40.3,West,22.9734,78.6569,
Maharashtra,2019-05-31,Monthly,4.875,40859432.0,42.705,West,19.7515,75.7139,
Maharashtra,2019-06-30,Monthly,5.4,40431564.0,42.495,West,19.7515,75.7139,
Maharashtra,2019-07-31,Monthly,5.005,42059427.0,43.805,West,19.7515,75.7139,
Maharashtra,2019-08-31,Monthly,5.665,43438156.0,45.255,West,19.7515,75.7139,
Maharashtra,2019-09-30,Monthly,6.0,42615679.0,44.66,West,19.7515,75.7139,
Maharashtra,2019-10-31,Monthly,5.66,41552240.0,43.33,West,19.7515,75.7139,
Maharashtra,2019-11-30,Monthly,5.64,42368066.0,44.07,West,19.7515,75.7139,
Maharashtra,2019-12-31,Monthly,5.43,42938769.0,44.275,West,19.7515,75.7139,
Meghalaya,2019-05-31,Monthly,5.78,1347989.0,56.959999999999994,Northeast,25.467,91.3662,
Meghalaya,2019-06-30,Monthly,6.445,1256049.0,54.69,Northeast,25.467,91.3662,
Meghalaya,2019-07-31,Monthly,2.73,1442526.0,61.61,Northeast,25.467,91.3662,
Meghalaya,2019-08-31,Monthly,3.16,1325158.0,56.565,Northeast,25.467,91.3662,
Meghalaya,2019-09-30,Monthly,2.77,1416046.0,58.394999999999996,Northeast,25.467,91.3662,
Meghalaya,2019-10-31,Monthly,5.45,1314984.0,55.575,Northeast,25.467,91.3662,
Meghalaya,2019-11-30,Monthly,2.26,1499134.0,63.025000000000006,Northeast,25.467,91.3662,
Meghalaya,2019-12-31,Monthly,3.505,1370414.0,58.11,Northeast,25.467,91.3662,
Odisha,2019-05-31,Monthly,3.56,13675335.0,40.864999999999995,East,20.9517,85.0985,
Odisha,2019-06-30,Monthly,3.67,13321444.0,39.165,East,20.9517,85.0985,
Odisha,2019-07-31,Monthly,2.545,14552120.0,42.019999999999996,East,20.9517,85.0985,
Odisha,2019-08-31,Monthly,3.59,14184642.0,41.19,East,20.9517,85.0985,
Odisha,2019-09-30,Monthly,4.045,13738378.0,41.235,East,20.9517,85.0985,
Odisha,2019-10-31,Monthly,4.390000000000001,14078389.0,41.195,East,20.9517,85.0985,
Odisha,2019-11-30,Monthly,3.4749999999999996,14787092.0,42.885000000000005,East,20.9517,85.0985,
Odisha,2019-12-31,Monthly,4.015,13714117.0,39.685,East,20.9517,85.0985,
Puducherry,2019-05-31,Monthly,0.625,456379.0,39.394999999999996,South,11.9416,79.8083,
Puducherry,2019-06-30,Monthly,0.0,488896.0,41.84,South,11.9416,79.8083,
Puducherry,2019-07-31,Monthly,0.0,420344.0,34.665000000000006,South,11.9416,79.8083,
Puducherry,2019-08-31,Monthly,6.8999999999999995,496812.0,45.12,South,11.9416,79.8083,
Puducherry,2019-09-30,Monthly,0.61,462291.0,39.535,South,11.9416,79.8083,
Puducherry,2019-10-31,Monthly,1.1749999999999998,492831.0,41.855000000000004,South,11.9416,79.8083,
Puducherry,2019-11-30,Monthly,0.685,417790.0,34.595,South,11.9416,79.8083,
Puducherry,2019-12-31,Monthly,3.6,493943.0,42.745000000000005,South,11.9416,79.8083,
Punjab,2019-05-31,Monthly,11.33,9378465.0,42.41,North,31.1471,75.3412,
Punjab,2019-06-30,Monthly,12.690000000000001,9333033.0,42.905,North,31.1471,75.3412,
Punjab,2019-07-31,Monthly,10.625,9900571.0,44.56,North,31.1471,75.3412,
Punjab,2019-08-31,Monthly,9.34,9683290.0,42.845,North,31.1471,75.3412,
Punjab,2019-09-30,Monthly,12.14,9488149.0,42.730000000000004,North,31.1471,75.3412,
Punjab,2019-10-31,Monthly,13.155000000000001,9092359.0,41.379999999999995,North,31.1471,75.3412,
Punjab,2019-11-30,Monthly,8.73,9997265.0,43.685,North,31.1471,75.3412,
Punjab,2019-12-31,Monthly,9.05,9739993.0,42.785,North,31.1471,75.3412,
Rajasthan,2019-05-31,Monthly,8.825,20334441.0,38.980000000000004,North,27.0238,74.2179,
Rajasthan,2019-06-30,Monthly,14.03,19851738.0,40.875,North,27.0238,74.2179,
Rajasthan,2019-07-31,Monthly,10.684999999999999,20232343.0,40.08,North,27.0238,74.2179,
Rajasthan,2019-08-31,Monthly,13.605,20247221.0,40.91,North,27.0238,74.2179,
Rajasthan,2019-09-30,Monthly,9.040000000000001,20596598.0,39.195,North,27.0238,74.2179,
Rajasthan,2019-10-31,Monthly,13.84,20562879.0,41.745,North,27.0238,74.2179,
Rajasthan,2019-11-30,Monthly,12.385000000000002,20585271.0,40.8,North,27.0238,74.2179,
Rajasthan,2019-12-31,Monthly,16.0,20594788.0,41.95,North,27.0238,74.2179,
Sikkim,2019-05-31,Monthly,8.2,89587.0,48.61,Northeast,27.533,88.5122,
Sikkim,2019-06-30,Monthly,7.76,89702.0,48.13,Northeast,27.533,88.5122,
Sikkim,2019-07-31,Monthly,2.56,108334.0,54.67,Northeast,27.533,88.5122,
Sikkim,2019-08-31,Monthly,4.82,90850.0,46.63,Northeast,27.533,88.5122,
Sikkim,2019-09-30,Monthly,4.81,89450.0,45.61,Northeast,27.533,88.5122,
Sikkim,2019-10-31,Monthly,7.58,234662.0,45.515,Northeast,27.533,88.5122,
Sikkim,2019-11-30,Monthly,8.575,270177.0,53.42,Northeast,27.533,88.5122,
Sikkim,2019-12-31,Monthly,4.1850000000000005,249682.0,45.769999999999996,Northeast,27.533,88.5122,
Tamil Nadu,2019-05-31,Monthly,0.9299999999999999,27642778.0,43.375,South,11.1271,78.6569,
Tamil Nadu,2019-06-30,Monthly,1.24,28694048.0,45.075,South,11.1271,78.6569,
Tamil Nadu,2019-07-31,Monthly,4.595,28510342.0,46.415,South,11.1271,78.6569,
Tamil Nadu,2019-08-31,Monthly,6.22,28397024.0,46.650000000000006,South,11.1271,78.6569,
Tamil Nadu,2019-09-30,Monthly,1.7850000000000001,26498265.0,41.69,South,11.1271,78.6569,
Tamil Nadu,2019-10-31,Monthly,1.295,27819595.0,43.485,South,11.1271,78.6569,
Tamil Nadu,2019-11-30,Monthly,2.5549999999999997,27953382.0,44.165000000000006,South,11.1271,78.6569,
Tamil Nadu,2019-12-31,Monthly,5.890000000000001,27617327.0,45.045,South,11.1271,78.6569,
Telangana,2019-05-31,Monthly,1.875,16614002.0,53.165000000000006,South,18.1124,79.0193,
Telangana,2019-06-30,Monthly,3.675,16412171.0,53.81,South,18.1124,79.0193,
Telangana,2019-07-31,Monthly,3.09,16971191.0,54.38,South,18.1124,79.0193,
Telangana,2019-08-31,Monthly,2.795,16288652.0,52.31,South,18.1124,79.0193,
Telangana,2019-09-30,Monthly,5.84,18305200.0,59.925,South,18.1124,79.0193,
Telangana,2019-10-31,Monthly,7.015000000000001,16693695.0,55.5,South,18.1124,79.0193,
Telangana,2019-11-30,Monthly,5.85,16603947.0,54.519999999999996,South,18.1124,79.0193,
Telangana,2019-12-31,Monthly,2.785,16385838.0,51.870000000000005,South,18.1124,79.0193,
Tripura,2019-05-31,Monthly,31.97,1442676.0,66.985,Northeast,23.9408,91.9882,
Tripura,2019-06-30,Monthly,26.115000000000002,1515751.0,63.1,Northeast,23.9408,91.9882,
Tripura,2019-07-31,Monthly,24.14,1463180.0,59.82,Northeast,23.9408,91.9882,
Tripura,2019-08-31,Monthly,29.47,1344478.0,58.68,Northeast,23.9408,91.9882,
Tripura,2019-09-30,Monthly,31.9,1452451.0,66.4,Northeast,23.9408,91.9882,
Tripura,2019-10-31,Monthly,27.105,1528572.0,64.10499999999999,Northeast,23.9408,91.9882,
Tripura,2019-11-30,Monthly,26.2,1512333.0,63.215,Northeast,23.9408,91.9882,
Tripura,2019-12-31,Monthly,30.005,1446305.0,63.215,Northeast,23.9408,91.9882,
Uttar Pradesh,2019-05-31,Monthly,12.33,56679052.0,40.195,North,26.8467,80.9462,
Uttar Pradesh,2019-06-30,Monthly,11.375,55901024.0,39.535,North,26.8467,80.9462,
Uttar Pradesh,2019-07-31,Monthly,10.495000000000001,56559431.0,39.605000000000004,North,26.8467,80.9462,
Uttar Pradesh,2019-08-31,Monthly,13.100000000000001,56878987.0,40.555,North,26.8467,80.9462,
Uttar Pradesh,2019-09-30,Monthly,10.015,57721732.0,39.43,North,26.8467,80.9462,
Uttar Pradesh,2019-10-31,Monthly,10.265,56771568.0,39.39,North,26.8467,80.9462,
Uttar Pradesh,2019-11-30,Monthly,9.125,57390418.0,39.305,North,26.8467,80.9462,
Uttar Pradesh,2019-12-31,Monthly,10.399999999999999,58497287.0,39.99,North,26.8467,80.9462,
Uttarakhand,2019-05-31,Monthly,5.4,2784841.0,31.9,North,30.0668,79.0193,
Uttarakhand,2019-06-30,Monthly,4.67,2928442.0,35.275,North,30.0668,79.0193,
Uttarakhand,2019-07-31,Monthly,6.34,2860424.0,34.724999999999994,North,30.0668,79.0193,
Uttarakhand,2019-08-31,Monthly,6.77,2735347.0,33.3,North,30.0668,79.0193,
Uttarakhand,2019-09-30,Monthly,6.545,2868995.0,33.15,North,30.0668,79.0193,
Uttarakhand,2019-10-31,Monthly,4.775,2952836.0,35.385,North,30.0668,79.0193,
Uttarakhand,2019-11-30,Monthly,5.949999999999999,2912016.0,35.17,North,30.0668,79.0193,
Uttarakhand,2019-12-31,Monthly,5.955,2792345.0,33.42,North,30.0668,79.0193,
West Bengal,2019-05-31,Monthly,6.635,34759052.0,46.39,East,22.9868,87.855,
West Bengal,2019-06-30,Monthly,6.615,36154963.0,46.935,East,22.9868,87.855,
West Bengal,2019-07-31,Monthly,6.765000000000001,35637636.0,46.58,East,22.9868,87.855,
West Bengal,2019-08-31,Monthly,6.425,36381320.0,47.78,East,22.9868,87.855,
West Bengal,2019-09-30,Monthly,6.525,36769422.0,47.805,East,22.9868,87.855,
West Bengal,2019-10-31,Monthly,7.305,34916704.0,45.67,East,22.9868,87.855,
West Bengal,2019-11-30,Monthly,6.220000000000001,36398821.0,46.72,East,22.9868,87.855,
West Bengal,2019-12-31,Monthly,6.515000000000001,36241935.0,47.22,East,22.9868,87.855,
